Symbol,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, ISIN NUMBER, FACE VALUE
VITAL,Vital Chemtech Limited,SM,14-Nov-22,10,INE0L4K01016,10
IPSL,Integrated Personnel Services Limited,SM,11-Nov-22,10,INE02EE01019,10
RITEZONE,Rite Zone Chemcon India Limited,ST,11-Nov-22,10,INE0MRA01019,10
PHANTOMFX,Phantom Digital Effects Limited,SM,21-Oct-22,10,INE0MLZ01019,10
FROG,Frog Cellsat Limited,ST,13-Oct-22,10,INE385O01018,10
SWASTIK,Swastik Pipe Limited,SM,12-Oct-22,10,INE0DGC01025,10
QMSMEDI,QMS Medical Allied Services Limited,SM,11-Oct-22,10,INE0FMW01018,10
LLOYDS,Lloyds Luxuries Limited,SM,11-Oct-22,10,INE0DTQ01028,10
CMRSL,Cyber Media Research & Services Limited,SM,10-Oct-22,10,INE075Z01011,10
KANDARP,Kandarp Digi Smart BPO Limited,ST,28-Sep-22,10,INE0MOT01016,10
MAKS,Maks Energy Solutions India Limited,ST,28-Sep-22,10,INE0CDK01019,10
ANNAPURNA,Annapurna Swadisht Limited,SM,27-Sep-22,10,INE0MGM01017,10
ISHAN,Ishan International Limited,ST,22-Sep-22,1,INE0LCW01025,1
TAPIFRUIT,Tapi Fruit Processing Limited,SM,22-Sep-22,10,INE0M7001010,10
SABAR,Sabar Flex India Limited,ST,21-Sep-22,10,INE0DZ101013,10
MEGAFLEX,Mega Flex Plastics Limited,SM,19-Sep-22,10,INE0G1D01014,10
VIVIANA,Viviana Power Tech Limited,ST,16-Sep-22,10,INE0MEG01014,10
AMEYA,Ameya Precision Engineers Limited,SM,08-Sep-22,10,INE0KT901015,10
JFLLIFE,Jfl Life Sciences Limited,SM,08-Sep-22,10,INE0LA901015,10
KORE,Jay Jalaram Technologies Limited,ST,08-Sep-22,10,INE0J6801010,10
VEEKAYEM,Veekayem Fashion and Apparels Limited,SM,22-Aug-22,10,INE0KTW01013,10
USASEEDS,Upsurge Seeds Of Agriculture Limited,SM,11-Aug-22,10,INE0CBM01019,10
AGNI,Agni Green Power Limited,ST,01-Aug-22,10,INE0LF301013,10
SKP,SKP Bearing Industries Limited,SM,13-Jul-22,10,INE0KZA01016,10
MWL,Mangalam Worldwide Limited,SM,11-Jul-22,10,INE0JYY01011,10
KCK,Kck Industries Limited,SM,08-Jul-22,2,INE0J1E01027,2
FIDEL,Fidel Softech Limited,SM,10-Jun-22,10,INE0LQQ01019,10
RILINFRA,Rachana Infrastructure Limited,SM,10-Jun-22,10,INE02OY01016,10
GSTL,Globesecure Technologies Limited,ST,02-Jun-22,10,INE00WS01056,10
SONUINFRA,Sonu Infratech Limited,ST,13-May-22,10,INE0JZA01018,10
LEMERITE,Le Merite Exports Limited,ST,09-May-22,10,INE0G1L01017,10
JSLL,Jeena Sikho Lifecare Limited,SM,19-Apr-22,10,INE0J5801011,10
KRISHNADEF,Krishna Defence and Allied Industries Limited,SM,06-Apr-22,10,INE0J5601015,10
PROPEQUITY,P. E. Analytics Limited,SM,04-Apr-22,10,INE0KN801013,10
KRISHIVAL,Krishival Foods Limited,SM,31-Mar-22,10,INE0GGO01015,10
SWARAJ,Swaraj Suiting Limited,SM,28-Mar-22,10,INE0GMR01016,10
KNAGRI,KN Agri Resources Limited,SM,28-Mar-22,10,INE0KNW01016,10
COOLCAPS,Cool Caps Industries Limited,SM,24-Mar-22,10,INE0HS001010,10
SPRL,Sp Refractories Limited,SM,22-Mar-22,10,INE0JW501011,10
SHIGAN,Shigan Quantum Technologies Limited,ST,11-Mar-22,10,INE03KJ01013,10
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,ST,23-Feb-22,10,INE0JR301013,10
RICHA,Richa Info Systems Limited,ST,21-Feb-22,10,INE0J1P01015,10
PRECISION,Precision Metaliks Limited,ST,01-Feb-22,10,INE0HKW01018,10
TIMESCAN,Timescan Logistics (India) Limited,SM,12-Jan-22,10,INE0IJY01014,10
ABCOTS,A B Cotspin India Limited,SM,11-Jan-22,10,INE08PH01015,10
VIVO,Vivo Collaboration Solutions Limited,SM,31-Dec-21,10,INE0IA701014,10
FOCE,Foce India Limited,SM,28-Dec-21,10,INE0I7D01019,10
EUROBOND,Euro Panel Products Limited,SM,24-Dec-21,10,INE505V01016,10
NIDAN,Nidan Laboratories and Healthcare Limited,SM,12-Nov-21,10,INE0J6L01013,10
KOTYARK,Kotyark Industries Limited,ST,02-Nov-21,10,INE0J0B01017,10
DKEGL,D.K. Enterprises Global Limited,SM,22-Oct-21,10,INE0GN101014,10
DESTINY,Destiny Logistics & Infra Limited,ST,13-Oct-21,10,INE0IGO01011,10
DYNAMIC,Dynamic Services & Security Limited,ST,13-Oct-21,10,INE0DZ701010,10
BMETRICS,Bombay Metrics Supply Chain Limited,SM,12-Oct-21,10,INE0I3Y01014,10
JAINAM,Jainam Ferro Alloys (I) Limited,SM,08-Oct-21,10,INE02KC01010,10
QUADPRO,Quadpro Ites Limited,SM,30-Sep-21,2,INE0GOJ01027,2
BEWLTD,BEW Engineering Limited,SM,16-Sep-21,10,INE0HQI01014,10
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,SM,26-Aug-21,2,INE0HPK01020,2
REXPIPES,Rex Pipes And Cables Industries Limited,SM,10-Aug-21,10,INE00D001018,10
WALPAR,Walpar Nutritions Limited,SM,13-Jul-21,10,INE0G2G01015,10
AILIMITED,Abhishek Integrations Limited,ST,21-Jun-21,10,INE0CAJ01017,10
VMARCIND,V Marc India Limited,ST,09-Apr-21,10,INE0GXK01018,10
SIDDHIKA,Siddhika Coatings Limited,SM,07-Apr-21,10,INE0A1E01018,10
PARTYCRUS,Party Cruisers Limited,SM,05-Mar-21,10,INE06ZX01015,10
ASCOM,Ascom Leasing & Investments Limited,ST,06-Dec-19,10,INE08KD01015,10
GOLDKART,Goldkart Jewels Limited,ST,15-Oct-19,10,INE06MH01016,10
SHIVAUM,Shiv Aum Steels Limited,ST,01-Oct-19,10,INE719F01016,10
SECL,Salasar Exteriors and Contour Limited,ST,12-Sep-19,1,INE00Y701026,1
KHFM,Khfm Hospitality And Facility Management Services Limited,SM,12-Apr-19,10,INE00UG01014,10
MINDPOOL,Mindpool Technologies Limited,SM,28-Feb-19,10,INE00RQ01019,10
SURANI,Surani Steel Tubes Limited,ST,06-Feb-19,10,INE01ZJ01015,10
DRSDILIP,DRS Dilip Roadlines Limited,SM,10-Dec-18,10,INE02CV01017,10
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,SM,04-Dec-18,10,INE01Z401013,10
UWCSL,Ultra Wiring Connectivity System Limited,SM,26-Oct-18,10,INE00F301010,10
PARIN,Parin Enterprises Limited,ST,09-Oct-18,10,INE00U801010,10
UCL,Ushanti Colour Chem Limited,SM,02-Aug-18,10,INE00NI01015,10
AMBANIORGO,AMBANI ORGOCHEM LIMITED,SM,18-Jul-18,10,INE00C501018,10
JAKHARIA,JAKHARIA FABRIC LIMITED,ST,11-Jul-18,10,INE00N401018,10
MAHICKRA,Mahickra Chemicals Limited,SM,26-Apr-18,10,INE961Y01015,10
VERA,Vera Synthetic Limited,ST,12-Apr-18,10,INE709Z01015,10
CONTI,Continental Seeds and Chemicals Limited,SM,04-Apr-18,10,INE340Z01019,10
GIRIRAJ,Giriraj Civil Developers Limited,SM,02-Apr-18,10,INE614Z01017,10
MDL,Marvel Decor Limited,SM,23-Mar-18,10,INE575Z01010,10
MHHL,Mohini Health & Hygiene Limited,SM,16-Feb-18,10,INE450S01011,10
AMJUMBO,A and M Jumbo Bags Limited,SM,12-Feb-18,10,INE749Y01014,10
VASA,Vasa Retail and Overseas Ltd,SM,06-Feb-18,10,INE068Z01016,10
SOLEX,Solex Energy Limited,ST,05-Feb-18,10,INE880Y01017,10
SMVD,SMVD Poly Pack Limited,ST,26-Dec-17,10,INE702Y01013,10
FELIX,Felix Industries Limited,ST,05-Dec-17,10,INE901X01013,10
PULZ,Pulz Electronics Limited,SM,24-Nov-17,10,INE335X01014,10
AISL,ANI Integrated Services Limited,SM,20-Nov-17,10,INE635Y01015,10
MILTON,Milton Industries Limited,SM,16-Oct-17,10,INE376Y01016,10
OMFURN,Omfurn India Limited,SM,13-Oct-17,10,INE338Y01016,10
BETA,Beta Drugs Limited,SM,12-Oct-17,10,INE351Y01019,10
GOLDSTAR,Goldstar Power Limited,ST,10-Oct-17,1,INE405Y01021,1
TIRUPATI,Shree Tirupati Balajee FIBC Limited,SM,05-Oct-17,10,INE238Y01018,10
CADSYS,Cadsys (India) Limited,ST,04-Oct-17,10,INE090Y01013,10
RMDRIP,R M Drip and Sprinklers Systems Limited,SM,04-Oct-17,10,INE219Y01018,10
MPTODAY,Madhya Pradesh Today Media Limited,SM,29-Sep-17,10,INE105Y01019,10
MANAV,Manav Infra Projects Limited,SM,18-Sep-17,10,INE104Y01012,10
PASHUPATI,Pashupati Cotspin Limited,SM,08-Sep-17,10,INE124Y01010,10
TRANSWIND,Transwind Infrastructures Limited,SM,12-Jul-17,10,INE792X01016,10
ACCORD,Accord Synergy Limited,SM,06-Jul-17,10,INE113X01015,10
VSCL,Vadivarhe Speciality Chemicals Limited,SM,02-Jun-17,10,INE551Q01028,10
JALAN,Jalan Transolutions (India) Limited,ST,31-May-17,10,INE349X01015,10
ASLIND,ASL Industries Limited,ST,18-Apr-17,10,INE617I01024,10
PROLIFE,Prolife Industries Limited,SM,09-Jan-17,10,INE994V01012,10
GICL,Globe International Carriers Limited,SM,19-Oct-16,10,INE947T01014,10
DRL,Dhanuka Realty Limited,ST,18-Oct-16,10,INE704V01015,10
AURDIS,Aurangabad Distillery Limited,SM,17-Oct-16,10,INE448V01019,10
GRETEX,Gretex Industries Limited,ST,14-Oct-16,10,INE985P01012,10
JETKNIT,Jet Knitwears Limited,ST,07-Oct-16,10,INE564T01017,10
AVSL,AVSL Industries Limited,ST,06-Oct-16,10,INE522V01011,10
KKVAPOW,KKV Agro Powers Limited,SM,15-Jul-16,10,INE239T01016,10
AHIMSA,Ahimsa Industries Limited,ST,15-Oct-15,10,INE136T01014,10
SHAIVAL,Shaival Reality Limited,ST,01-Oct-15,10,INE262S01010,10
EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,SM,13-Aug-15,10,INE332S01011,10
NDAXEDG
NDAXEDD
NDAXEDDG
NDAXEDDD
360ONE
3MINDIA
PDUMJEIND
3PLAND
63MOONS
A2ZINFRA
AJRINFRA
AMBANIORGO
AMDIND
ANDPAPER
IPAPPM
ANDHRAPAP
ANGIND
ARVINDPORT
ATLANTAA
ATNINT
AVROIND
AXIS-IT&T
AXISCADES
AYMSYNTEX
ABAN
ABANLOYD
AFSL
ABHISHEK
ACCELYA
ADANIENSOL
ADANIENT
ADANIPORTS
ATGL
ABCIL
BCCL
ABFRL
BIRLAMONEY
ABIRLANUVO
ABREL
ADORWELD
ADOR
ADROITINFO
SPHEREGSL
COLORCHIPS
ADVANIHOTR
AEGISLOG
AFTEK
ATFL
AJMERA
AKZOINDIA
ALEMBICLTD
ALICON
ALIVUS
ACLGATI
ALLDIGI
ARE&M
AMBUJARAJN
AMBUJACEM
AMJLAND
ANGELONE
ANIKINDS
ANSALINFRA
ANSALAPI
APCOTEXIND
ARIHANTACA
ARROWGREEN
ARVIND
ARVSMART
ASTRAZEN
ATCOM
ATUL
AURUM
COREEMBLG
AUSOMENT
ASAL
AVENTUS
AXISBANK
AZTECSOFT
BALAXI
BSOFT
BORORENEW
BSLIMITED
BSELINFRA
BABAFOOD
BAJAJCON
BAJFINANCE
BAJAJHLDNG
BALKRISHNA
BANCOINDIA
BHAGYNAGAR
BEPL
BBL
BHARATFIN
BHARATIDIL
BHARTIARTL
BHARTIHEXA
BIRLACABLE
BIRLACORPN
BIRLAPOWER
BIRLANU
BKMINDST
AGCNET
BBOX
AVAYAGCL
BLUECOAST
BOSCHCHASY
BOSCHLTD
BRABOURNE
RPGLS
BCG
CARYSIL
ACRYSIL
CGPOWER
CIEINDIA
COREEDUTEC
COSMOFIRST
CPCAP
CAPF
CGCL
CAREERP
CAROLINFO
CASTEXTECH
CENTBOP
CHENNPETRO
CHETTINAD
CHOLAHLDNG
CHOLAFIN
CHOLADBS
CINELINE
CLNINDIA
COFORGE
CORALHUB
COROMANDEL
COUNCODOS
CRESTANI
SHARRESLTD
CREST
CUMMINSIND
CURATECH
CYIENT
DCBBANK
DCMSHRIRAM
DEEPENR
EBIXFOREX
DELPHIFX
DICIND
DMCC
NIFTY50ADD
EQUAL50ADD
BANKETFADD
MIDQ50ADD
SILVERADD
SENSEXADD
GOLDETFADD
ITETFADD
PSUBANKADD
PVTBANKADD
DALMIABHA
DALMIASUG
DALMIAREF
DATAMATICS
DENORA
DECCANCE
DELTACORP
DELTAMAGNT
DHFL
DHANILOANS
DHANI
DHANIPP
IBVENTURES
DPTL
DPL
DVL
DIGISPICE
SMOBILITY
SPICEMOBI
DIGJAM
DOLATALGO
DRDATSONS
DUCON
ELAND
EIHAHOTELS
EMAPARTNER
EPL
ETERNAL
ED14G
ED14D
E14D
E14G
ED20D
ED20G
E20D
E20G
ED35G
E35D
E35G
ED37G
E37D
E37G
ED38G
E38D
E38G
ED40G
E40D
E40G
E502D
E502G
E501D
E501G
ELECON
ELGIRUBBER
EMAMIREAL
EMBDL
ENTEGRA
EONELECT
EPIGRAL
EQUIPPP
ERAINFRA
EVERESTIND
EXCEL
EXIDEIND
SQSBFSI
EXPLEOSOL
FORCEMOT
FAME
FEDDERELEC
FMGOETZE
LTFMPS6FD
FSS
FKONCO
FCONSUMER
FCEL
FEL
FELDVR
FRL
FRLDVR
FMNL
GTECJAINX
GATECH
GATECHDVR
GBGLOBAL
APIL
GEPIL
AIL
AREVA
GET&D
AREVAT&D
ALSTOMT&D
GVT&D
GFLLIMITED
GMRAIRPORT
GMRINDSTRS
GOCLCORP
GULFPETRO
GSLNOVA
GSS
GTL
GTNIND
GVPTECH
GANESHHOUC
GARFIBRES
GEECEE
GENUSPOWER
GEODESIC
GEOJITBNPP
GEOJITFSL
GILLETTE
GSKCONS
GLOBOFFS
GLODYNE
GOLDENTOBC
GOLDKART
692GS2039
GRAPHITE
GREAVESCOT
GREENPLY
GROWWEV
GUJAPOLLO
GUJAPOLIND
GULFOILCOR
HBLENGINE
HCL-INSYS
HDFCGOLD
HDFCNIFTY
HDFCNIFBAN
HDFCSENSEX
HIL
HLVLTD
HINVDIR
HSIL
AGI
HEADSUP
HEIDELBERG
HEROMOTOCO
HEUBACHIND
HSCL
HCIL
HINDALCO
HINDUJAFO
HGS
HGSL
HTMT
HCC
HINDUNILVR
HINDWAREAP
HITECHCORP
HONDAPOWER
HONAUT
ACKRUTI
HUBTOWN
HUHTAMAKI
FMCGIETF
HEALTHIETF
ITIETF
MIDCAPIETF
GSEC10IETF
BSE500IETF
LIQUIDIETF
ICICIBANKN
GOLDIWIN
ICICIGOLD
IGOLD
IPRU8122
QUAL30IETF
MIDCAPIWIN
ICICIMCAP
MOM30IETF
ICICIB22
FINIETF
AUTOIETF
COMMOIETF
NEXT50IETF
PSUBNKIETF
SILVERIETF
INFRAIETF
NV20IWIN
ICICINV20
NIF100IWIN
ICICINF100
ICNX100
GSEC5IETF
ALPL30IETF
NIFTYIWIN
ICICINIFTY
INIFTY
CONSUMIETF
ICICILOVOL
PVTBANIETF
SENSEXIWIN
ISENSEX
ICICISENSX
IDFCFIRSTB
IGPL
IIFLCAPS
IIFL
IL&FSENGG
IL&FSTRANS
INCREDIBLE
INEABS
STYABS
LANABS
INEOSSTYRO
INGVYSYABK
IOLN
ITDCEM
IVRCLAH
IZMO
IGARASHI
IMAGICAA
INDBANK
IIFLFIN
ICIL
INDUSINVIT
INDUSINVIT
INDUSTOWER
TATAINFO
INFY
INSECTICID
INSPIRISYS
INTERISE
INTERISE
IVZINGOLD
IVZINNIFTY
IVZINA1BDG
IVZINA1BRG
JBMA
JDORGO
JSWHL
JSWISPAT
JSWISPL
JSWSTEEL
JTLIND
JAIBALAJI
JPPOWER
JAYNECOIND
JINDALSAW
JSL
JCHAC
HITACHIHOM
JTEKTINDIA
JUBILANT
JUBLPHARMA
JWL
KBCGLOBAL
KPIGREEN
KSERASERA
KPIL
KALSTEELS
KAMDHENU
KANSAINER
KGL
KENNAMET
KESARENT
KEYFINSERV
KINETICMOT
KFA
KIRIINDUS
KECL
KOHINOOR
KOKUYOCMLN
KOTAKBANK
KOTAKNV20
LIQUID1
ALPHA
MNC
SILVER1
GOLD1
LOWVOL1
NIFTY1
BANKNIFTY1
IT
CONS
MIDCAP
PSUBANK
KSB
KUNDANMM
LTF
LTFMPS6FG
LTFMPS6EG
LTFMPS6ED
LEEL
LICNETFN50
LICNETFGSC
LICMFGOLD
LICNETFSEN
LLOYDSENGG
LMW
LTFOODS
LTIM
LINC
BOC
LINDEINDIA
LOTTEINDIA
ESG
MMFL
MODISONLTD
MPSLTD
MAANALU
MADURACOAT
MAHINDCIE
MAHLIFE
MANINDS
MARICO
MARKSANS
MFSL
MERCATOR
METALFORGE
CRONIMET
METKORE
MICRO
NEXT50
GOLDETF
LOWVOL
NIFTYETF
GSEC10YEAR
BFSI
MAKEINDIA
MIDCAPETF
SILVRETF
MIRZAINT
MOHOTAIND
MOHOTAMILL
MOGSEC
MOM100
MOM50
MON100
MPHASIS
MPHASISBFL
NACLIND
NBVENTURES
NAVA
NCC
NDLVENTURE
NETFCONSUM
CONSUMBEES
NETFLTGILT
NETFNIF100
NIF100BEES
NETFMID150
MID150BEES
NETFNV20
NV20BEES
NDAIIIADG
NDAIIIARD
NDAIIIARG
NDAIXDDD
NDAIXDDG
NDAIXDD
NDAIXDG
NDAIXEDDD
NDAIXEDDG
NDAIXEDD
NDAIXEDG
NDAIXFDDD
NDAIXFDDG
NDAIXFDD
NDAIXFDG
NDAVIIPCDG
NDAVIIPDDD
NDAVIIPDDG
NDAVIIPDD
NDAVIIPDG
NDAFVIIICX
NDAFVIIICD
NDAXADDD
NDAXADDG
NDAXADD
NDAXADG
NDAXDDDD
NDAXDDDG
NDAXDDD
NDAXDDG
NDAFTVCDG
NDAFTFVCD
NDAFTFVCG
NDAXICDDD
NDAXICDDG
NDAXICDD
NDAXICDG
NMFINAIDR1
NMFINQADP1
NMFINQRAG1
NDAXBDG
NDAXBDD
NDAXBDDD
NDAXCDG
NDAXCDD
NDAXBDDG
NDAXCDDG
NDAXCDDD
NDAFTFIVCD
NDAFTIVCDD
NDAFTIVCDG
NDAFTFIVCG
NDAFTIIPGD
NDAFTIIPGG
NDAXIADG
NDAXIDDDD
NDAXIDDDG
NDAXIDDG
NDAXIIADDD
NDAFDVHDR
NDAFDVHGR
NDAFTVHDR
NDAFTVHGR
NDAXIADDD
NDAXIADDG
NDAXIADD
NDAXFDDD
NDAXFDD
NDAXIEDG
NDAXIDDD
NDAXIBDD
NDAXIBDDG
NDAXIIADDG
NDAXIIADD
NDAXIIADG
NDAXFDDG
NDAXFDG
NDAFVGDD
NDAFVGDG
NDAFVGDO
NDAFVGGO
NDAXIEDD
NDAXIEDDD
NDAXIEDDG
NMFINQIDP1
NDAXIBDG
NDAXIBDDD
NMFINARDR1
NMFINQRDP1
NLCINDIA
HINDUJAVEN
NXTDIGITAL
NAGREEKA
NAHARPOLY
NAHARINVST
NSIL
NDL
JAIPURKURT
NAVNETEDUL
NET4
NETVISTAIT
NTL
NEXTMEDIA
NIDO
NILKAMAL
SDL26BEES
GILT5YBEES
AUTOBEES
PHARMABEES
SILVERBEES
SDL24BEES
NAM-INDIA
ITBEES
MVLIND
NOESISIND
NUCENTFIN
OCL
OMINFRAL
ORIENTCER
ORTINGLOBE
OBEROIRLTY
GOLDINFRA
OLECTRA
OFSS
ORCHIDPHAR
ORIENTBELL
ORIENTALTL
OSWALGREEN
PAEL
PGIMDAD1G
PGIMDAD3D
PGIMDAD2D
PGIMDAADD
PGIMDAGPG
PGIMDAQDD
PGIMDADPD
PGIM1SD1G
PGIM1SDPD
PGIM1SGPG
PGIMAAD1G
PGIMAAD3D
PGIMAAADD
PGIMAAGPG
PGIMAAQDD
PGIMABD1G
PGIMABADD
PGIMABGPG
PGIMABQDD
PGIMABDPD
PGIMACD4D
PGIMACD1G
PGIMACD2D
PGIMACADD
PGIMACGPG
PGIMACQDD
PGIMACDPD
PGIMAED4D
PGIMAED1G
PGIMAEADD
PGIMAEGPG
PGIMAEDPD
PGIMFAD4D
PGIMFAD1G
PGIMFAADD
PGIMFAGPG
PGIMFAQDD
PGIMAGD1G
PGIMAGGPG
PGIMAHD4D
PGIMAHD1G
PGIMAHD3D
PGIMAHADD
PGIMAHGPG
PGIMAHQDD
PGIMAPD1G
PGIMAPGPG
PGIMAPDPD
PGIMAQD1G
PGIMAQD2D
PGIMAQGPG
PGIMRAD1G
PGIMRAGPG
PGIMRAQDD
PGIMRADPD
PGIMATD1G
PGIMATGPG
PGIMATQDD
PGIMATDPD
PGIMAUD1G
PGIMAUGPG
PGIMAUQDD
PGIMAUDPD
PGIMAYD1G
PGIMAYGPG
PGIMAZD1G
PGIMAZGPG
PGIMAZDPD
PGIMBAD1G
PGIMBAGPG
PGIMBAQDD
PGIMBADPD
PGIMBBD1G
PGIMBBGPG
PGIMBBQDD
PGIMBBDPD
PGIMBCD1G
PGIMBCD2S
PGIMBCGPG
PGIMBCQDD
PGIMBCDPD
PGIMBED1G
PGIMBEGPG
PGIMBEQDD
PGIMBEDPD
PGIMC6D2D
PGIMC6D1G
PGIMC6DPD
PGIMC6GPG
PILITA
PSL
PVP
PVRINOX
PAISALO
PALRED
PAVCI
PARRYSUGAR
PGIL
MORAREALTY
PENINLAND
PHARMACIA
PHOENIXLL
HALONIX
PEL
PIRHEALTH
PIRGLASS
PIRPHYTO
PITTIENG
POONAWALLA
PRECOT
PREMIER
PRESSMN
PRICOL
PRSMJOHNSN
FAIRCHEM
PRIVISCL
PGHL
MERCK
PGHH
10157PCP27
PROSEED
PROZONECSC
PROZONINTU
PROZONER
QUINTEGRA
RHIM
RPGCABLES
RPGTLTD
RPSGVENT
RSWM
RAIN
RAINCOM
RANEHOLDIN
RTNINFRA
RTNINDIA
RTNPOWER
RBN
RCOM
RELINFRA
REL
RELMEDIA
PIPAVAVDOC
RNAVAL
RDEL
RGL
RVTH
ROOFITIND
SETFGOLD
SETFNIF50
SETFNIFBK
SETFNN50
SECURKLOUD
SEJAL
SEMAC
SIGROUPIND
SCHENHERD
SILINV
SKFINDIA
SKIL
HORIZONINF
SMLISUZU
SONAMLTD
STOREONE
SORILINFRA
IBRETAILS
SGBJUL29IV
SPICEJET
SPMLINFRA
SREINFRA
SVOGL
SAGCEM
SAMBHAAV
SAMMAANCAP
SCLPP
SAMPANN
MOTHERSON
AVENTIS
SANOFI
SAREGAMA
SASTASUNDR
SATHAISPAT
SOTL
FAGBEARING
SCHAEFFLER
SEAMECLTD
SETUINFRA
SEZALGLASS
SHAH
SHALPAINTS
SHASUNPHAR
SHEKHAWATI
SHIRPUR-G
SHIVTEX
SHREYAS
SHRIASTER
SHRIRAMFIN
SIMPLEXINF
SITINET
SITICABLE
SIYSIL
SMARTLINK
SOLARINDS
SOMANYCERA
SBNOV23
SGBNOV23
SPENTEX
HAVISHA
LANCOIN
SRIPIPES
STEL
STERLINBIO
STLTECH
STRTECH
STYRENIX
KECINFRA
SUMMIT
SUNDROP
SUNFLAG
SUPREMETEX
SURANASOL
SURANAT&P
SWELECTES
TATACONSUM
TATAGLOBAL
TGBHOTELS
TITAGARH
TRANSWORLD
TV18BRDCST
IBN18
TVSHLTD
TVSMOTOR
TVSSRICHAK
TARMAT
TATACOFFEE
TATACOMM
TATAINVEST
TATAMOTORS
TATASTLBSL
TATASTEEL
TATASPONGE
TATASTLLP
TATATELSER
TTML
TPHQ
TECHIN
TEMBO
TEXINFRA
THEINVEST
MALCO
RAMCOCEM
TIMKEN
TIPSMUSIC
TIRUPATIFL
TORRENTAEC
TORRENTSEC
TARIL
TRENT
TRIDENT
TRIGYN
TRU
TICL
UCAL
UFLEX
UMIYA-MRO
UNOMINDA
UPL
UJAAS
UNITDSPR
UNIVAFOODS
URAVIDEF
UMESL
USHAMART
UTTAMVALUE
V2RETAIL
WABAG
VIPCLOTHNG
VTXIND
VAIBHAVGBL
VAKRANGEE
VALUEIND
VHL
VTL
VATSMUSC
VEDL
SSLT
VEEDOL
VENKEYS
VIDEOIND
VIDHIING
VIKASECO
VIKASLIFE
WSI
WABCOINDIA
WEWIN
WARTSILA
WELCORP
WELENT
WELPROJ
WELSPUNLIV
WENDT
WINPRO
WINDSOR
WINSOMEDJ
WEL
WOPOLIN
WYETH
XLTELENE
XLENERGY
XCHANGING
CAMBRIDGE
SORILHOLD
YAARI
IBULISL
YAARII
ZUARIGLOB
ZUARIIND
ZANDUREALT
ZEEL
ZEEMEDIA
ZENITHSTL
ZENSARTECH
ZYDUSLIFE
E-SERVEINT
IGS
799LTFL30
RDAXEDG
RDAXEDD
RDAXEDDG
RDAXEDDD
IIFLWAM
BIRLA3M
PDUMJEAGRO
PDUMJEIND
FINANTECH
A2ZMES
GAMMNINFRA
AMBANIORG
AMDMET
IPAPPM
APPAPER
ANDPAPER
ANGAUTO
ACSAL
ATLANTA
ARIHANTCRE
AVONMPL
IT&T
AXIS-IT&T
WELSYNTEX
ABANLOYD
ABANLLOYD
AHL
AML
KALECONSUL
ADANITRANS
ADANIEXPO
MUNDRAPORT
ADANIGAS
BCCL
BIHARCAUST
PFRL
APOLLOSIND
INDRAYON
CENTURYTEX
ADVANIORLI
ADORWELD
SPHEREGSL
COLORCHIPS
ARHAMFISCL
RAMADHOTEL
AEGISCHEM
AFTEKINFO
ITCAGRO
SHREE
ICI
ALMBICHEM
ENKEI
GLS
GATI
ALLSEC
AMARAJABAT
DLFCEMENT
GUJAMBCEM
PDUMJEPULP
ANGELBRKG
MPGLYCEM
ANSALPROP
ANSALINFRA
APCOTEXLAT
AAL
ARROWCOAT
ARVINDMILL
ARVINFRA
ASTRAIDL
ATCOIND
ATULPROD
MAJESCO
COREBIO
COREEMBLG
JBMT
RATNAINFRA
UTIBANK
AZTEC
ANANDAMRUB
KPIT
BOROSIL
BSTRANSCOM
BSELINFO
SKML
BAJAJCORP
BAJAUTOFIN
BAJAJAUTO
NIRVIKARA
BANCOPROD
BAGYAMETAL
BHANSALENG
BARATBIJLE
SKSMICRO
BHARTISHIP
BHARTI
LIST000857
BIRLAERIC
BIRLAJUTE
BIRLAYAMAH
HIL
MANAKINDST
AVAYAGCL
AGCNET
TATATELECM
MOREPENHTL
KALYANBRAK
MICO
RPGLS
SEARLEIND
LYCOS
ACRYSIL
1201210518
CROMPGREAV
MAHINDCIE
COREPROTEC
COSMOFILMS
CAREERP
FCH
MMFSL
CPIL
WOCKLIFE
AMTEKINDIA
CENBNK
MADRASREFN
CHETNADCEM
TIFIN
CHOLADBS
CHOLAINV
CINEPRO
COLORCHEM
NIITTECH
VITLINFO
COROMNFERT
NEOCURE
CRESTCOMM
SHARYANRES
SHARRESLTD
KIRLOSKCUM
SOFTPRO
INFOTECENT
DCB
DCMSRMCONS
DEEPIND
WEIZFOREX
EBIXFOREX
COATESIND
DHARAMSI
DSPN50ETF
DSPNEWETF
DSPBANKETF
DSPQ50ETF
DSPSILVETF
DSPSENXETF
DSPGOLDETF
DSPITETF
DSPPSBKETF
DSPPVBKETF
DALMIABEL
DALMIACEM
SHRINATRAJ
DATATECH
TITANOCOMP
DECCANCEM
ARROWGROUP
GPELECT
DEWANHOUS
ICFL
IBVENTURES
IBVENTPP
IBSEC
DTIL
DPTL
DPL
SPICEMOBI
SPICEMOBIL
SMOBILITY
BVXL
DOLAT
AANJANEYA
DYNATECH
MUDRA
OBERHOTEL
EMAIN
ESSELPACK
ZOMATO
JD14G
